Order ID,Order Status,Order Substatus,Cancelation/Return Type,Normal or Pre-order,SKU ID,Seller SKU,Product Name,Variation,Quantity,Sku Quantity of return,SKU Unit Original Price,SKU Subtotal Before Discount,SKU Platform Discount,SKU Seller Discount,SKU Subtotal After Discount,Shipping Fee After Discount,Original Shipping Fee,Shipping Fee Seller Discount,Shipping Fee Platform Discount,Payment platform discount,Buyer Service Fee,Handling Fee,Shipping Insurance,Item Insurance,Order Amount,Order Refund Amount,Created Time,Paid Time,RTS Time,Shipped Time,Delivered Time,Cancelled Time,Cancel By,Cancel Reason,Fulfillment Type,Warehouse Name,Tracking ID,Delivery Option,Shipping Provider Name,Buyer Message,Buyer Username,Recipient,Phone #,Zipcode,Country,Province,Regency and City,Districts,Villages,Detail Address,Additional address information,Payment Method,Weight(kg),Product Category,Package ID,Purchase Channel,Seller Note,Checked Status,Checked Marked by
TT220082474217,Completed,Order Complete,,Normal,SKU90452781,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,Spray 60ml - Mango,1,0,59000,59000,5720,4680,48600,12000,12000,0,0,0,0,0,0,500,61100,0,2023-01-01 18:08:01,2023-01-01 18:32:01,2023-01-02 21:08:01,2023-01-03 01:08:01,2023-01-06 01:08:01,,,,Seller Shipping,Gudang Medan,TT34733023831,Express,J&T Express,,sri_gunawan654,Eka Lestari,8450905068,19649,Indonesia,Sulawesi Selatan,Makassar,Kec. D,Pedurungan,Jl. Merdeka No. 108,,GoPay,0.15,Feminine Hygiene,PKG456232937,Affiliate,,Unchecked,
TT713193893495,Completed,Order Complete,,Normal,SKU91130211,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,3800,0,55200,12000,12000,0,0,0,0,0,0,0,67200,0,2023-01-01 18:26:45,2023-01-01 18:43:45,2023-01-02 22:26:45,2023-01-03 06:26:45,2023-01-09 06:26:45,,,,Seller Shipping,Gudang Surabaya,TT77411713474,Express,JNE,,tika_handayani990,Indah Kurniawan,8166998460,88891,Indonesia,Jawa Barat,Bandung,Kec. A,Pedurungan,Jl. Diponegoro No. 128,,COD,0.15,Feminine Hygiene,PKG258965771,TikTok Shop,,Checked,admin3
TT407536632764,Completed,Order Complete,,Normal,SKU94026565,GDS-SPR-HAZ-20,Gendes Feminine Wash Spray Hazelnut 20ml,Spray 20ml - Hazelnut,1,0,29000,29000,3135,2565,23300,12000,12000,0,0,0,0,0,0,0,35300,0,2023-01-01 20:18:25,2023-01-01 20:24:25,2023-01-02 17:18:25,2023-01-02 21:18:25,2023-01-06 21:18:25,,,,Seller Shipping,Gudang Bandung,TT58610920371,Express,Pos Indonesia,,lina_purnama455,Ayu Handayani,8065930918,59697,Indonesia,Jawa Tengah,Yogyakarta,Kec. A,Pedurungan,Jl. Ahmad Yani No. 62,,Transfer Bank,0.08,Feminine Hygiene,PKG381267986,TikTok Shop,Prioritas,Checked,admin1
TT998614076850,Completed,Order Complete,,Normal,SKU62549362,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,5280,4320,49400,9000,9000,0,0,0,0,0,0,0,58400,0,2023-01-01 21:07:38,2023-01-01 22:35:38,2023-01-02 18:07:38,2023-01-02 21:07:38,2023-01-07 21:07:38,,,,Seller Shipping,Gudang Medan,TT68103545456,Standard,Ninja Xpress,,eka_gunawan1,Dian Kurniawan,8600113895,79398,Indonesia,Jawa Barat,Depok,Kec. A,Banyumanik,Jl. Gatot Subroto No. 114,,Transfer Bank,0.15,Feminine Hygiene,PKG500673168,TikTok Shop,,Unchecked,
TT869544865997,Completed,Order Complete,,Normal,SKU52428579,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,3,0,59000,177000,16300,0,160700,12000,12000,0,0,0,0,0,500,0,173200,0,2023-01-01 21:21:32,2023-01-01 22:50:32,2023-01-02 22:21:32,2023-01-03 03:21:32,2023-01-06 03:21:32,,,,Seller Shipping,Gudang Medan,TT29093389199,Express,Pos Indonesia,Tolong kemas rapi,andi_wibowo535,Budi Pratama,8997141038,91483,Indonesia,Riau,Bengkalis,Kec. C,Pedurungan,Jl. Sudirman No. 187,,Kartu Kredit,0.15,Feminine Hygiene,PKG949050351,TikTok Shop,Prioritas,Unchecked,
TT650919014841,Completed,Order Complete,,Normal,SKU30754841,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,3850,3150,52000,12000,12000,0,0,0,0,0,0,0,64000,0,2023-01-01 22:02:32,2023-01-01 23:18:32,2023-01-02 19:02:32,2023-01-03 03:02:32,2023-01-07 03:02:32,,,,Seller Shipping,Gudang Medan,TT20770017367,Express,AnterAja,,putri_kurniawan664,Mira Gunawan,8432398908,31812,Indonesia,DKI Jakarta,Jakarta Utara,Kec. A,Semarang Selatan,Jl. Sudirman No. 153,,COD,0.15,Feminine Hygiene,PKG385489655,TikTok Shop,,Checked,admin3
TT629688909602,Completed,Order Complete,,Normal,SKU74503019,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,3795,3105,52100,12000,12000,0,0,0,0,0,500,500,65100,0,2023-01-02 02:28:26,2023-01-02 02:33:26,2023-01-03 04:28:26,2023-01-03 07:28:26,2023-01-05 07:28:26,,,,Seller Shipping,Gudang Bandung,TT28362036834,Express,JNE,Jangan bocor,rizky_susanto645,Yoga Santoso,8815393466,93752,Indonesia,Jawa Barat,Cimahi,Kec. A,Tembalang,Jl. Sudirman No. 178,,OVO,0.15,Feminine Hygiene,PKG851634279,TikTok Live,,Checked,admin2
TT804665511730,Cancelled,Cancelled,Cancellation,Normal,SKU60658643,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,6930,5670,46400,0,12000,0,0,0,0,0,0,500,0,0,2023-01-02 08:32:14,,,,,1672651934.0,buyer,Buyer cancelled,Seller Shipping,Gudang Surabaya,,Express,J&T Express,,yuni_permata666,Ayu Rahayu,8642120124,23431,Indonesia,DKI Jakarta,Jakarta Timur,Kec. D,Semarang Selatan,Jl. Gatot Subroto No. 142,,Dana,0.15,Feminine Hygiene,,TikTok Shop,,Checked,admin1
TT450589713785,Completed,Order Complete,,Normal,SKU62281650,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,Foam 20ml - Vanilla,2,0,29000,58000,5000,0,53000,12000,12000,0,0,0,0,0,0,500,65500,0,2023-01-02 13:09:53,2023-01-02 14:13:53,2023-01-03 12:09:53,2023-01-03 19:09:53,2023-01-08 19:09:53,,,,Seller Shipping,Gudang Bandung,TT50097895370,Express,J&T Express,Tolong kemas rapi,fitri_santoso308,Tari Hartono,8840504694,33335,Indonesia,Kalimantan Selatan,Tanah Laut,Kec. B,Pedurungan,Jl. Sudirman No. 91,,Transfer Bank,0.08,Feminine Hygiene,PKG781406202,Affiliate,Cek stok,Checked,admin3
TT834295049794,Completed,Order Complete,,Normal,SKU19668508,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,Foam 20ml - Vanilla,1,0,29000,29000,2805,2295,23900,12000,12000,0,0,0,0,0,0,0,35900,0,2023-01-02 13:34:56,2023-01-02 13:51:56,2023-01-03 09:34:56,2023-01-03 15:34:56,2023-01-06 15:34:56,,,,Seller Shipping,Gudang Jakarta Selatan,TT36368627121,Express,J&T Express,,arif_rahayu536,Rina Purnama,8886562767,67305,Indonesia,DKI Jakarta,Jakarta Barat,Kec. A,Banyumanik,Jl. Merdeka No. 101,,Dana,0.08,Feminine Hygiene,PKG113363697,TikTok Shop,,Unchecked,
TT877413344426,Completed,Order Complete,,Normal,SKU42825822,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,2900,0,56100,12000,12000,0,0,0,0,0,0,0,68100,0,2023-01-02 15:28:15,2023-01-02 16:56:15,2023-01-03 21:28:15,2023-01-04 01:28:15,2023-01-07 01:28:15,,,,Seller Shipping,Gudang Medan,TT52532775157,Express,JNE,,nina_sari759,Laras Rahayu,8332685758,77179,Indonesia,Jawa Barat,Bekasi,Kec. D,Banyumanik,Jl. Ahmad Yani No. 47,,Transfer Bank,0.15,Feminine Hygiene,PKG486445087,TikTok Shop,Prioritas,Checked,admin2
TT927103766737,Completed,Order Complete,,Normal,SKU84134807,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,Spray 20ml - Bubblegum,1,0,29000,29000,2500,0,26500,9000,9000,0,0,0,0,0,500,0,36000,0,2023-01-02 16:17:45,2023-01-02 17:26:45,2023-01-03 21:17:45,2023-01-04 01:17:45,2023-01-07 01:17:45,,,,Seller Shipping,Gudang Medan,TT86550114504,Standard,AnterAja,Tolong kemas rapi,tika_setiawan468,Hendra Purnama,8958689959,25369,Indonesia,DKI Jakarta,Jakarta Selatan,Kec. B,Tembalang,Jl. Diponegoro No. 42,,Transfer Bank,0.08,Feminine Hygiene,PKG494923055,TikTok Live,,Checked,admin1
TT105378205043,Completed,Order Complete,,Normal,SKU30093469,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,0,0,59000,9000,9000,0,0,0,0,0,500,0,68500,0,2023-01-02 18:24:48,2023-01-02 18:26:48,2023-01-03 14:24:48,2023-01-03 19:24:48,2023-01-08 19:24:48,,,,Seller Shipping,Gudang Surabaya,TT11307797595,Standard,AnterAja,Tolong kemas rapi,indah_putri280,Vera Pratama,8514531371,38588,Indonesia,Jawa Barat,Bogor,Kec. C,Tembalang,Jl. Merdeka No. 198,,Transfer Bank,0.15,Feminine Hygiene,PKG961218024,Affiliate,,Unchecked,
TT485255939776,Completed,Order Complete,,Normal,SKU32217399,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,2,0,59000,118000,11440,9360,97200,12000,12000,0,0,0,0,0,0,500,109700,0,2023-01-02 22:59:56,2023-01-02 23:25:56,2023-01-04 04:59:56,2023-01-04 09:59:56,2023-01-07 09:59:56,,,,Seller Shipping,Gudang Surabaya,TT55070660520,Express,J&T Express,,fajar_cahyani924,Putri Santoso,8792232512,71455,Indonesia,DKI Jakarta,Jakarta Selatan,Kec. C,Pedurungan,Jl. Gatot Subroto No. 118,,COD,0.15,Feminine Hygiene,PKG248367409,TikTok Shop,,Unchecked,
TT321638839325,Completed,Order Complete,,Normal,SKU11139528,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,0,0,59000,9000,9000,0,0,0,0,0,0,500,68500,0,2023-01-03 10:25:06,2023-01-03 11:31:06,2023-01-04 05:25:06,2023-01-04 12:25:06,2023-01-06 12:25:06,,,,Seller Shipping,Gudang Jakarta Selatan,TT36313509035,Standard,JNE,Jangan bocor,hana_sari722,Putri Lestari,8022909979,86159,Indonesia,Yogyakarta,Bantul,Kec. C,Semarang Selatan,Jl. Ahmad Yani No. 156,,Transfer Bank,0.15,Feminine Hygiene,PKG201529235,TikTok Shop,Prioritas,Checked,admin2
TT954281279611,Completed,Order Complete,,Normal,SKU66571887,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,5555,4545,48900,12000,12000,0,0,0,0,0,0,0,60900,0,2023-01-03 11:05:34,2023-01-03 11:13:34,2023-01-04 09:05:34,2023-01-04 16:05:34,2023-01-07 16:05:34,,,,Seller Shipping,Gudang Bandung,TT25089998329,Express,Pos Indonesia,,reni_kusuma225,Mega Setiawan,8718610963,37829,Indonesia,Sumatera Utara,Pematangsiantar,Kec. A,Tembalang,Jl. Merdeka No. 133,,Transfer Bank,0.15,Feminine Hygiene,PKG228523811,TikTok Shop,Cek stok,Checked,admin1
TT450220322659,Cancelled,Cancelled,Cancellation,Normal,SKU27200931,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,2,0,59000,118000,7900,0,110100,0,9000,0,0,0,0,0,500,500,0,0,2023-01-03 12:35:09,,,,,1672763709.0,buyer,Duplicate order,Seller Shipping,Gudang Jakarta Selatan,,Standard,SiCepat,,ratna_pratama342,Yuni Santoso,8406681648,35621,Indonesia,Jawa Tengah,Magelang,Kec. D,Pedurungan,Jl. Gatot Subroto No. 159,,Transfer Bank,0.15,Feminine Hygiene,,TikTok Live,Prioritas,Checked,admin2
TT852483474131,Completed,Order Complete,,Normal,SKU91773522,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,600,0,58400,12000,12000,0,0,0,0,0,500,500,71400,0,2023-01-03 15:45:31,2023-01-03 16:07:31,2023-01-04 18:45:31,2023-01-05 01:45:31,2023-01-12 01:45:31,,,,Seller Shipping,Gudang Surabaya,TT95127456553,Express,SiCepat,,wati_wijaya537,Eka Rahayu,8477291095,94406,Indonesia,DKI Jakarta,Jakarta Selatan,Kec. A,Pedurungan,Jl. Gatot Subroto No. 160,,Kartu Kredit,0.15,Feminine Hygiene,PKG168753866,Affiliate,,Checked,admin1
TT648902976489,Completed,Order Complete,,Normal,SKU72929089,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,1,0,59000,59000,4400,0,54600,12000,12000,0,0,0,0,0,0,0,66600,0,2023-01-03 16:23:02,2023-01-03 17:29:02,2023-01-04 14:23:02,2023-01-04 18:23:02,2023-01-11 18:23:02,,,,Seller Shipping,Gudang Jakarta Selatan,TT53956645999,Express,J&T Express,Tolong kemas rapi,rizky_nugraha90,Yoga Lestari,8233969413,46160,Indonesia,Bali,Denpasar,Kec. C,Tembalang,Jl. Sudirman No. 79,,Dana,0.15,Feminine Hygiene,PKG729299129,Affiliate,,Unchecked,
TT623368727790,Returned,Return Complete,Return,Normal,SKU94903407,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,3,3,59000,177000,2300,0,174700,9000,9000,0,0,0,0,0,0,500,184200,174700,2023-01-03 18:05:42,2023-01-03 19:08:42,2023-01-04 18:05:42,2023-01-05 02:05:42,2023-01-08 02:05:42,,,,Seller Shipping,Gudang Jakarta Selatan,TT37552012017,Standard,Pos Indonesia,Jangan bocor,lina_kurniawan439,Nova Permata,8680040042,57058,Indonesia,Jawa Barat,Bandung,Kec. C,Banyumanik,Jl. Merdeka No. 14,,Transfer Bank,0.15,Feminine Hygiene,PKG169194746,TikTok Live,,Checked,admin1
TT960105083718,Completed,Order Complete,,Normal,SKU84259636,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,1400,0,57600,12000,12000,0,0,0,0,0,0,0,69600,0,2023-01-03 18:17:38,2023-01-03 19:24:38,2023-01-04 18:17:38,2023-01-05 02:17:38,2023-01-08 02:17:38,,,,Seller Shipping,Gudang Surabaya,TT21778098353,Express,JNE,,lina_pratama877,Yuni Putri,8557776268,54008,Indonesia,Jawa Tengah,Magelang,Kec. D,Banyumanik,Jl. Gatot Subroto No. 38,,COD,0.15,Feminine Hygiene,PKG928047991,TikTok Shop,,Unchecked,
TT641939587609,Completed,Order Complete,,Normal,SKU26198244,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,2700,0,56300,12000,12000,0,0,0,0,0,0,500,68800,0,2023-01-03 19:03:13,2023-01-03 19:32:13,2023-01-04 17:03:13,2023-01-04 22:03:13,2023-01-11 22:03:13,,,,Seller Shipping,Gudang Jakarta Selatan,TT24245463522,Express,JNE,,dito_pratama772,Mira Setiawan,8987359114,27299,Indonesia,Banten,Tangerang,Kec. D,Semarang Selatan,Jl. Sudirman No. 15,,Kartu Kredit,0.15,Feminine Hygiene,PKG221435399,TikTok Shop,Cek stok,Checked,admin2
TT269647736297,Completed,Order Complete,,Normal,SKU51058904,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,1,0,59000,59000,0,0,59000,9000,9000,0,0,0,0,0,0,500,68500,0,2023-01-03 19:15:26,2023-01-03 20:24:26,2023-01-05 00:15:26,2023-01-05 07:15:26,2023-01-07 07:15:26,,,,Seller Shipping,Gudang Medan,TT15407857396,Standard,AnterAja,,yuni_wijaya381,Eka Lestari,8905746070,21024,Indonesia,Yogyakarta,Gunung Kidul,Kec. B,Tembalang,Jl. Merdeka No. 111,,OVO,0.15,Feminine Hygiene,PKG824255859,Affiliate,,Checked,admin1
TT790355000383,Completed,Order Complete,,Normal,SKU40237827,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,Spray 20ml - Vanilla,1,0,29000,29000,2700,0,26300,9000,9000,0,0,0,0,0,0,0,35300,0,2023-01-03 19:47:02,2023-01-03 21:10:02,2023-01-04 13:47:02,2023-01-04 18:47:02,2023-01-11 18:47:02,,,,Seller Shipping,Gudang Jakarta Selatan,TT89681271448,Standard,Pos Indonesia,Jangan bocor,dewi_anggraini609,Vera Permata,8132785217,81208,Indonesia,DKI Jakarta,Jakarta Pusat,Kec. B,Tembalang,Jl. Merdeka No. 120,,Dana,0.08,Feminine Hygiene,PKG993445249,TikTok Shop,,Checked,admin3
TT280806616239,Completed,Order Complete,,Normal,SKU66476964,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,3960,3240,51800,9000,9000,0,0,0,0,0,0,0,60800,0,2023-01-03 21:40:51,2023-01-03 22:55:51,2023-01-05 01:40:51,2023-01-05 05:40:51,2023-01-11 05:40:51,,,,Seller Shipping,Gudang Bandung,TT43240405933,Standard,J&T Express,,nova_wijaya680,Hana Pratama,8326632027,64973,Indonesia,Jawa Barat,Bogor,Kec. D,Semarang Selatan,Jl. Gatot Subroto No. 123,,QRIS,0.15,Feminine Hygiene,PKG569950416,Affiliate,Prioritas,Checked,admin3
TT860285078549,Completed,Order Complete,,Normal,SKU82990181,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,Spray 20ml - Vanilla,1,0,29000,29000,2090,1710,25200,9000,9000,0,0,0,0,0,0,0,34200,0,2023-01-03 23:27:50,2023-01-04 00:38:50,2023-01-05 03:27:50,2023-01-05 08:27:50,2023-01-08 08:27:50,,,,Seller Shipping,Gudang Jakarta Selatan,TT51887862303,Standard,AnterAja,Tolong kemas rapi,indah_permata828,Indah Purnama,8768074891,16060,Indonesia,Banten,Cilegon,Kec. C,Tembalang,Jl. Gatot Subroto No. 17,,OVO,0.08,Feminine Hygiene,PKG689706087,TikTok Live,,Checked,admin3
TT628035082066,Completed,Order Complete,,Normal,SKU33921474,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,Foam 20ml - Bubblegum,1,0,29000,29000,2800,0,26200,9000,9000,0,0,0,0,0,500,0,35700,0,2023-01-04 08:07:26,2023-01-04 09:10:26,2023-01-05 07:07:26,2023-01-05 12:07:26,2023-01-08 12:07:26,,,,Seller Shipping,Gudang Surabaya,TT67226126170,Standard,AnterAja,,reni_susanto217,Reni Lestari,8450674582,11695,Indonesia,Jawa Barat,Depok,Kec. A,Tembalang,Jl. Sudirman No. 43,,QRIS,0.08,Feminine Hygiene,PKG242613987,TikTok Live,,Checked,admin2
